Datetime,Close,High,Low,Open,Volume,Week,Day,Hour,ROC_Close,EMROC_Close,ROC_Volume,EMROC_Volume,Close_denoised,score,APE,SIGN,Result,TP,TN,FP,FN
2024-11-29 06:00:00-05:00,6033.25,6034.0,6029.25,6032.25,5940.0,48,4,6,4.143875352236037e-05,8.223518287784676e-05,-0.1779684472737337,0.3216922869895857,6032.875000000001,"[0.06210770670066758, 0.1654103662460044, 0.05323538148420955]","[0.06210770670066758, 0.1654103662460044, 0.05323538148420955]","[1, 1, 1]","[6032.9946, 6032.2114, 6031.309]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 07:00:00-05:00,6029.25,6033.75,6026.5,6033.0,9110.0,48,4,7,-0.0005387484459179,6.522193277385243e-05,0.4398609135451241,0.3249297836075456,6025.750000000001,"[0.004516130287683175, 0.12051145105838264, -0.22915259697212967]","[0.004516130287683175, 0.12051145105838264, 0.22915259697212967]","[1, 1, -1]","[6022.522, 6020.8354, 6020.123]","[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 1]"
2024-11-29 08:00:00-05:00,6022.25,6029.75,6018.75,6029.25,21284.0,48,4,8,-0.0018232296026188,1.348353454391604e-05,2.583164983164983,0.3867992411296672,6025.750000000001,"[0.05942870680646246, 0.16577423371091604, 0.25864726222308987]","[0.05942870680646246, 0.16577423371091604, 0.25864726222308987]","[1, 1, 1]","[6024.5176, 6023.9473, 6024.178]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 09:00:00-05:00,6028.1,6034.65,6024.75,6033.7,25045.2,48,4,9,-0.0001907368246464,7.88845620993392e-06,1.749198682766191,0.424125253229298,6031.025000000001,"[0.07710764455704502, 0.18199103498874436, 0.27819104697178365]","[0.07710764455704502, 0.18199103498874436, 0.27819104697178365]","[1, 1, 1]","[6029.2974, 6028.808, 6028.8315]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 10:00:00-05:00,6033.95,6039.55,6030.75,6038.15,28806.4,48,4,10,0.0019427954668105,6.089960718529276e-05,0.3534298064273633,0.4221883916730807,6031.025000000001,"[-0.15020319640137392, -0.24689433208173872, -0.34510103383458646]","[0.15020319640137392, 0.24689433208173872, 0.34510103383458646]","[-1, -1, -1]","[6030.728, 6030.7236, 6030.616]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-29 11:00:00-05:00,6039.8,6044.45,6036.75,6042.6,32567.6,48,4,11,0.0019409100711667,0.0001124067431847,0.3003529618449843,0.418850434691489,6042.725,"[0.06340270225285348, -0.1969504590803933, -0.22305830119246328]","[0.06340270225285348, 0.1969504590803933, 0.22305830119246328]","[1, -1, -1]","[6041.817, 6039.5815, 6037.8887]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]"
2024-11-29 12:00:00-05:00,6045.65,6049.35,6042.75,6047.05,36328.8,48,4,12,0.0019390283313582,0.000162451170258,0.2611364141301933,0.4145295026213165,6042.725,"[-0.17671399911179048, -0.20385428375220713, -0.20694169859378425]","[0.17671399911179048, 0.20385428375220713, 0.20694169859378425]","[-1, -1, -1]","[6040.806, 6039.051, 6038.751]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-29 13:00:00-05:00,6051.5,6054.25,6048.75,6051.5,40090.0,48,4,13,0.0019371502367628,0.000211073062491,0.2309780272417987,0.4095006950766722,6051.443396226416,"[0.02390134385615959, 0.050442166538704626, 0.06535624087964785]","[0.02390134385615959, 0.050442166538704626, 0.06535624087964785]","[1, 1, 1]","[6049.9404, 6048.221, 6047.2056]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 14:00:00-05:00,6051.38679245283,6054.254716981132,6048.66037735849,6051.5,39536.54716981132,48,4,14,0.0009489124333745,0.0002312878397755,0.0882976363053917,0.4007006112747194,6051.443396226416,"[0.020635037308930758, 0.03862292560836821, 0.036680148580626716]","[0.020635037308930758, 0.03862292560836821, 0.036680148580626716]","[1, 1, 1]","[6050.025, 6048.823, 6048.8276]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
2024-11-29 15:00:00-05:00,6051.273584905661,6054.259433962264,6048.570754716981,6051.5,38983.09433962264,48,4,15,-3.741470616203113e-05,0.0002239261261881,-0.0276105178442842,0.388966059792007,6051.216981132076,"[0.015036604890604738, 0.015498058187337547, 0.02757963573571266]","[0.015036604890604738, 0.015498058187337547, 0.02757963573571266]","[1, 1, 1]","[6050.2505, 6050.1094, 6049.265]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
